date,world,name,has_estate
"document.getElementById('datetime-0.613489482803679').innerHTML = ldst_strftime(1514562434, 'YMD');",Belias,NAMA-Hum-Melon,No Estate or Plot
"document.getElementById('datetime-0.984795032939818').innerHTML = ldst_strftime(1514562005, 'YMD');",Titan,Everlasting memories,No Estate or Plot
"document.getElementById('datetime-0.516362711969435').innerHTML = ldst_strftime(1514561637, 'YMD');",Ixion,kool guild name,No Estate or Plot
"document.getElementById('datetime-0.630859327587597').innerHTML = ldst_strftime(1514551522, 'YMD');",Titan,GLV,Estate Built
"document.getElementById('datetime-0.264488463176185').innerHTML = ldst_strftime(1514546632, 'YMD');",Asura,SCENES,Estate Built
"document.getElementById('datetime-0.616736336730433').innerHTML = ldst_strftime(1513761832, 'YMD');",Alexander,DarkDimensionDaemon,No Estate or Plot
"document.getElementById('datetime-0.7804327201051').innerHTML = ldst_strftime(1513758939, 'YMD');",Ultima,RockOfTheWaterFlow,No Estate or Plot
"document.getElementById('datetime-0.133056454017378').innerHTML = ldst_strftime(1513698476, 'YMD');",Ultima,Evening_BAR,Estate Built
"document.getElementById('datetime-0.584919977903876').innerHTML = ldst_strftime(1513696233, 'YMD');",Bahamut,SECRET of MANA,No Estate or Plot
"document.getElementById('datetime-0.154481790135073').innerHTML = ldst_strftime(1515281889, 'YMD');",Hyperion,Storm Crows,No Estate or Plot
"document.getElementById('datetime-0.18201335371025').innerHTML = ldst_strftime(1515281514, 'YMD');",Famfrit,Get In The Van,No Estate or Plot
"document.getElementById('datetime-0.414888169057079').innerHTML = ldst_strftime(1515279918, 'YMD');",Brynhildr,Gyro's of the Samich,No Estate or Plot
"document.getElementById('datetime-0.0742976081891662').innerHTML = ldst_strftime(1515274520, 'YMD');",Diabolos,Silver Wolves,No Estate or Plot
"document.getElementById('datetime-0.752738035090083').innerHTML = ldst_strftime(1515274484, 'YMD');",Malboro,FakeFC.com,No Estate or Plot
"document.getElementById('datetime-0.436594733208079').innerHTML = ldst_strftime(1516014801, 'YMD');",Faerie,UCPJNFp,No Estate or Plot
"document.getElementById('datetime-0.509951634786127').innerHTML = ldst_strftime(1516014426, 'YMD');",Adamantoise,MzsnFE,No Estate or Plot
"document.getElementById('datetime-0.449262542523901').innerHTML = ldst_strftime(1516014039, 'YMD');",Siren,GeGTRQr,No Estate or Plot
"document.getElementById('datetime-0.247278313553593').innerHTML = ldst_strftime(1516013488, 'YMD');",Sargatanas,YxhuOHE,No Estate or Plot
"document.getElementById('datetime-0.217099258534805').innerHTML = ldst_strftime(1516007765, 'YMD');",Zodiark,GVoVPRU,No Estate or Plot
"document.getElementById('datetime-0.407057154013984').innerHTML = ldst_strftime(1516007656, 'YMD');",Phoenix,pnqRiYV,No Estate or Plot
"document.getElementById('datetime-0.190072157376743').innerHTML = ldst_strftime(1516007166, 'YMD');",Lich,WGxPMCwRG,No Estate or Plot
"document.getElementById('datetime-0.551488448276139').innerHTML = ldst_strftime(1516007067, 'YMD');",Moogle,jYHiQSy,No Estate or Plot
"document.getElementById('datetime-0.618265487320645').innerHTML = ldst_strftime(1516006784, 'YMD');",Moogle,udpyBtL,No Estate or Plot
"document.getElementById('datetime-0.142509069147724').innerHTML = ldst_strftime(1514543328, 'YMD');",Pandaemonium,TOHO Night Club,No Estate or Plot
"document.getElementById('datetime-0.860980632426489').innerHTML = ldst_strftime(1514537362, 'YMD');",Titan,Infected anger heres,No Estate or Plot
"document.getElementById('datetime-0.0318267621621224').innerHTML = ldst_strftime(1514535371, 'YMD');",Titan,Moogle-Chocobo,No Estate or Plot
"document.getElementById('datetime-0.907128376052206').innerHTML = ldst_strftime(1514529771, 'YMD');",Ixion,Lily of the valley,No Estate or Plot
"document.getElementById('datetime-0.54062865361519').innerHTML = ldst_strftime(1514527341, 'YMD');",Masamune,Arlequin,No Estate or Plot
"document.getElementById('datetime-0.684098160681629').innerHTML = ldst_strftime(1514522741, 'YMD');",Titan,Mahorama,No Estate or Plot
"document.getElementById('datetime-0.980003637883307').innerHTML = ldst_strftime(1513693690, 'YMD');",Zeromus,Feel a Kindness for,No Estate or Plot
"document.getElementById('datetime-0.538047808832733').innerHTML = ldst_strftime(1513692523, 'YMD');",Ifrit,Fairy Snow,No Estate or Plot
"document.getElementById('datetime-0.469745370792012').innerHTML = ldst_strftime(1513692506, 'YMD');",Ridill,Orange,No Estate or Plot
"document.getElementById('datetime-0.976116747361171').innerHTML = ldst_strftime(1513690154, 'YMD');",Ridill,Miso no kuni,Estate Built
"document.getElementById('datetime-0.486499577868123').innerHTML = ldst_strftime(1513685072, 'YMD');",Alexander,Mermaid Princess,No Estate or Plot
"document.getElementById('datetime-0.605790404892847').innerHTML = ldst_strftime(1513681508, 'YMD');",Fenrir,chillstep,No Estate or Plot
"document.getElementById('datetime-0.467810894899007').innerHTML = ldst_strftime(1515273842, 'YMD');",Exodus,Stalwart Oracles,No Estate or Plot
"document.getElementById('datetime-0.204234644422485').innerHTML = ldst_strftime(1515273697, 'YMD');",Behemoth,The Pink Fuzzy Claw,Estate Built
"document.getElementById('datetime-0.6356125374631').innerHTML = ldst_strftime(1515263714, 'YMD');",Exodus,Band-of-the-Hawk,No Estate or Plot
"document.getElementById('datetime-0.572626135565493').innerHTML = ldst_strftime(1515259125, 'YMD');",Exodus,The Scarlet Empire,No Estate or Plot
"document.getElementById('datetime-0.011656932851789').innerHTML = ldst_strftime(1516012756, 'YMD');",Adamantoise,GzIccQsPOcOwtAL,No Estate or Plot
"document.getElementById('datetime-0.824781367774783').innerHTML = ldst_strftime(1516012115, 'YMD');",Gilgamesh,XavrOpk,No Estate or Plot
"document.getElementById('datetime-0.972989317314447').innerHTML = ldst_strftime(1516011843, 'YMD');",Faerie,FeERRoyhg,No Estate or Plot
"document.getElementById('datetime-0.351201096217011').innerHTML = ldst_strftime(1516010836, 'YMD');",Cactuar,mmlJFYN,No Estate or Plot
"document.getElementById('datetime-0.657002015265515').innerHTML = ldst_strftime(1516009871, 'YMD');",Midgardsormr,eOQLGbH,No Estate or Plot
"document.getElementById('datetime-0.195337606294068').innerHTML = ldst_strftime(1516009419, 'YMD');",Sargatanas,ZXNLbdD,No Estate or Plot
"document.getElementById('datetime-0.987251372448824').innerHTML = ldst_strftime(1516006664, 'YMD');",Omega,OkjltDJxLYHwoPS,No Estate or Plot
"document.getElementById('datetime-0.223486404063262').innerHTML = ldst_strftime(1516005824, 'YMD');",Omega,Team Cravate,Estate Built
"document.getElementById('datetime-0.210996178618096').innerHTML = ldst_strftime(1516004975, 'YMD');",Omega,TGtZAPEWnZNxSGYa,No Estate or Plot
"document.getElementById('datetime-0.709461814240033').innerHTML = ldst_strftime(1516003283, 'YMD');",Lich,YxvHkQq,No Estate or Plot
"document.getElementById('datetime-0.842930709753148').innerHTML = ldst_strftime(1516002945, 'YMD');",Zodiark,TcdLIEc,No Estate or Plot
"document.getElementById('datetime-0.11423572325462').innerHTML = ldst_strftime(1515987110, 'YMD');",Shiva,Pilgrims of Worlds,No Estate or Plot
"document.getElementById('datetime-0.383690915609957').innerHTML = ldst_strftime(1514515788, 'YMD');",Belias,Macaroni Kingdom,No Estate or Plot
"document.getElementById('datetime-0.930828077996331').innerHTML = ldst_strftime(1514508578, 'YMD');",Chocobo,AFFA,No Estate or Plot
"document.getElementById('datetime-0.923272082785264').innerHTML = ldst_strftime(1514481173, 'YMD');",Pandaemonium,Red wings,Estate Built
"document.getElementById('datetime-0.213665767460981').innerHTML = ldst_strftime(1513674470, 'YMD');",Valefor,CocoaCafe,Estate Built
"document.getElementById('datetime-0.64691460844718').innerHTML = ldst_strftime(1515253548, 'YMD');",Brynhildr,Shining Path,No Estate or Plot
"document.getElementById('datetime-0.499308109088574').innerHTML = ldst_strftime(1515247407, 'YMD');",Excalibur,Wheelchair Emoji,No Estate or Plot
"document.getElementById('datetime-0.647343185654872').innerHTML = ldst_strftime(1515243471, 'YMD');",Leviathan,''Tell no Lies'',No Estate or Plot
"document.getElementById('datetime-0.0816917947724001').innerHTML = ldst_strftime(1516009296, 'YMD');",Cactuar,HGbBWld,No Estate or Plot
"document.getElementById('datetime-0.993350713801007').innerHTML = ldst_strftime(1516008571, 'YMD');",Faerie,OjBdvcF,No Estate or Plot
"document.getElementById('datetime-0.375761038563635').innerHTML = ldst_strftime(1516008104, 'YMD');",Faerie,TFdNNlX,No Estate or Plot
"document.getElementById('datetime-0.134181700971929').innerHTML = ldst_strftime(1516007755, 'YMD');",Adamantoise,TxvDiwF,No Estate or Plot
"document.getElementById('datetime-0.426822161724406').innerHTML = ldst_strftime(1516007721, 'YMD');",Midgardsormr,jtgVsNg,No Estate or Plot
"document.getElementById('datetime-0.527129849063897').innerHTML = ldst_strftime(1516007713, 'YMD');",Jenova,UxEiwgF,No Estate or Plot
"document.getElementById('datetime-0.754236103694247').innerHTML = ldst_strftime(1515987093, 'YMD');",Omega,Messengers,No Estate or Plot
"document.getElementById('datetime-0.382878056465007').innerHTML = ldst_strftime(1515975554, 'YMD');",Omega,L'Ordre Primordiaux,No Estate or Plot
"document.getElementById('datetime-0.678897667829588').innerHTML = ldst_strftime(1514475386, 'YMD');",Ixion,Fool,No Estate or Plot
"document.getElementById('datetime-0.798447343322433').innerHTML = ldst_strftime(1514469685, 'YMD');",Ixion,Laid Back Hustlers,Plot Only
"document.getElementById('datetime-0.659061065287453').innerHTML = ldst_strftime(1514467939, 'YMD');",Titan,Nerium,No Estate or Plot
"document.getElementById('datetime-0.658794364692941').innerHTML = ldst_strftime(1514467386, 'YMD');",Chocobo,PIYO,No Estate or Plot
"document.getElementById('datetime-0.880694910145802').innerHTML = ldst_strftime(1513654891, 'YMD');",Durandal,Sunrise!,No Estate or Plot
"document.getElementById('datetime-0.517355161201529').innerHTML = ldst_strftime(1513654081, 'YMD');",Bahamut,Crescent Moon,No Estate or Plot
"document.getElementById('datetime-0.660595002940585').innerHTML = ldst_strftime(1513624202, 'YMD');",Alexander,simakaze,No Estate or Plot
"document.getElementById('datetime-0.197192666727048').innerHTML = ldst_strftime(1513619556, 'YMD');",Zeromus,GILL no IZUMI,No Estate or Plot
"document.getElementById('datetime-0.659519428756223').innerHTML = ldst_strftime(1513618032, 'YMD');",Zeromus,Apple Crusher,No Estate or Plot
"document.getElementById('datetime-0.482888153930752').innerHTML = ldst_strftime(1513611577, 'YMD');",Yojimbo,Otemoto,No Estate or Plot
"document.getElementById('datetime-0.612293837443609').innerHTML = ldst_strftime(1515230365, 'YMD');",Behemoth,Union of Egoists,No Estate or Plot
"document.getElementById('datetime-0.111814797575025').innerHTML = ldst_strftime(1515225615, 'YMD');",Behemoth,The Sleeping Forest,No Estate or Plot
"document.getElementById('datetime-0.353071004929461').innerHTML = ldst_strftime(1515218864, 'YMD');",Lamia,Bononon,No Estate or Plot
"document.getElementById('datetime-0.17499742722843').innerHTML = ldst_strftime(1515213112, 'YMD');",Ultros,Bitter Royalty,No Estate or Plot
"document.getElementById('datetime-0.287057365612078').innerHTML = ldst_strftime(1515210945, 'YMD');",Exodus,GameStop,No Estate or Plot
"document.getElementById('datetime-0.928873406987218').innerHTML = ldst_strftime(1516007584, 'YMD');",Siren,DTFM,No Estate or Plot
"document.getElementById('datetime-0.239149176838318').innerHTML = ldst_strftime(1516007492, 'YMD');",Jenova,jgFOqEXGFsauQUWbZo,No Estate or Plot
"document.getElementById('datetime-0.807820149824739').innerHTML = ldst_strftime(1516007002, 'YMD');",Gilgamesh,iqabasENzTeAU,No Estate or Plot
"document.getElementById('datetime-0.0473337395374784').innerHTML = ldst_strftime(1516006843, 'YMD');",Goblin,NEKkSfKugzmX,No Estate or Plot
"document.getElementById('datetime-0.692845167094745').innerHTML = ldst_strftime(1515974992, 'YMD');",Omega,Selector Wixoss,No Estate or Plot
"document.getElementById('datetime-0.651812944351658').innerHTML = ldst_strftime(1515972305, 'YMD');",Phoenix,It Hurts When IP,No Estate or Plot
"document.getElementById('datetime-0.683919770726725').innerHTML = ldst_strftime(1515970470, 'YMD');",Cerberus,Nova Legacy,No Estate or Plot
"document.getElementById('datetime-0.811030238627044').innerHTML = ldst_strftime(1515968164, 'YMD');",Lich,Wild Geese,No Estate or Plot
"document.getElementById('datetime-0.793566012023717').innerHTML = ldst_strftime(1514462972, 'YMD');",Pandaemonium,roselite,No Estate or Plot
"document.getElementById('datetime-0.974899672919332').innerHTML = ldst_strftime(1514443445, 'YMD');",Pandaemonium,NekoManma,Estate Built
"document.getElementById('datetime-0.375671931346808').innerHTML = ldst_strftime(1514435743, 'YMD');",Hades,Luna plena,No Estate or Plot
"document.getElementById('datetime-0.223589363380842').innerHTML = ldst_strftime(1514423862, 'YMD');",Asura,sTw,No Estate or Plot
"document.getElementById('datetime-0.511137959197569').innerHTML = ldst_strftime(1514405075, 'YMD');",Hades,Maison de poupee,No Estate or Plot
"document.getElementById('datetime-0.498171347027007').innerHTML = ldst_strftime(1514391577, 'YMD');",Belias,The Twin Adder,No Estate or Plot
"document.getElementById('datetime-0.02140959836672').innerHTML = ldst_strftime(1513609315, 'YMD');",Valefor,MilkyBear,No Estate or Plot
"document.getElementById('datetime-0.718403968731138').innerHTML = ldst_strftime(1513608879, 'YMD');",Ifrit,Messer Wing,No Estate or Plot
"document.getElementById('datetime-0.147125155830604').innerHTML = ldst_strftime(1513608640, 'YMD');",Tiamat,Sheep prisoN,No Estate or Plot
"document.getElementById('datetime-0.0423415307409769').innerHTML = ldst_strftime(1513605656, 'YMD');",Valefor,amichan,No Estate or Plot
"document.getElementById('datetime-0.33243452609695').innerHTML = ldst_strftime(1513604882, 'YMD');",Ridill,Eternal Arcadia,No Estate or Plot
"document.getElementById('datetime-0.575693869149962').innerHTML = ldst_strftime(1515210009, 'YMD');",Diabolos,Dreamer's Haven,No Estate or Plot
"document.getElementById('datetime-0.222262596489159').innerHTML = ldst_strftime(1515202596, 'YMD');",Lamia,Ningai,No Estate or Plot
"document.getElementById('datetime-0.469822795095805').innerHTML = ldst_strftime(1516006601, 'YMD');",Siren,qwJFoUb,No Estate or Plot
"document.getElementById('datetime-0.357100241194011').innerHTML = ldst_strftime(1516006399, 'YMD');",Coeurl,MpGvSlKmrIF,No Estate or Plot
"document.getElementById('datetime-0.444522881630181').innerHTML = ldst_strftime(1516005736, 'YMD');",Jenova,Oatfqdr,No Estate or Plot
"document.getElementById('datetime-0.212988022949361').innerHTML = ldst_strftime(1516005267, 'YMD');",Sargatanas,ZNjKutJX,No Estate or Plot
"document.getElementById('datetime-0.139923812320387').innerHTML = ldst_strftime(1516004326, 'YMD');",Zalera,GogHkUc,No Estate or Plot
"document.getElementById('datetime-0.358887209113455').innerHTML = ldst_strftime(1516004297, 'YMD');",Coeurl,OXNOoEZ,No Estate or Plot
"document.getElementById('datetime-0.762497522612961').innerHTML = ldst_strftime(1515967331, 'YMD');",Zodiark,Ciel Nocturne,No Estate or Plot
"document.getElementById('datetime-0.636337955846567').innerHTML = ldst_strftime(1515967033, 'YMD');",Ragnarok,Sanctuary,Estate Built
"document.getElementById('datetime-0.411384942062632').innerHTML = ldst_strftime(1515965120, 'YMD');",Omega,The Rightful Paths,No Estate or Plot
"document.getElementById('datetime-0.00988573098807777').innerHTML = ldst_strftime(1515961687, 'YMD');",Shiva,defenseurs eternels,No Estate or Plot
"document.getElementById('datetime-0.488451964776708').innerHTML = ldst_strftime(1514387881, 'YMD');",Hades,aaaa,No Estate or Plot
"document.getElementById('datetime-0.914556177595475').innerHTML = ldst_strftime(1514386134, 'YMD');",Masamune,behaglich leben,No Estate or Plot
"document.getElementById('datetime-0.76869933128836').innerHTML = ldst_strftime(1514386126, 'YMD');",Pandaemonium,Tonberrys,No Estate or Plot
"document.getElementById('datetime-0.498151723818847').innerHTML = ldst_strftime(1514380369, 'YMD');",Asura,NyaoNyaoIsland,No Estate or Plot
